"word","n","Brand"
"wife",2,"DunkinDonuts"
"woman",2,"DunkinDonuts"
"wonderful",2,"DunkinDonuts"
"woohoo",2,"DunkinDonuts"
"ya",2,"DunkinDonuts"
"yay",2,"DunkinDonuts"
"yvykldryck",2,"DunkinDonuts"
"abbeyskitchen",1,"DunkinDonuts"
"abortionists",1,"DunkinDonuts"
"abvxooiohn",1,"DunkinDonuts"
"acceptability",1,"DunkinDonuts"
"accessorize",1,"DunkinDonuts"
"acct",1,"DunkinDonuts"
"ace",1,"DunkinDonuts"
"aced",1,"DunkinDonuts"
"acknowledge",1,"DunkinDonuts"
"acoyjtdbgp",1,"DunkinDonuts"
"act",1,"DunkinDonuts"
"actual",1,"DunkinDonuts"
"addicted",1,"DunkinDonuts"
"adding",1,"DunkinDonuts"
"adidas",1,"DunkinDonuts"
"adidasrunning",1,"DunkinDonuts"
"adrianamunao",1,"DunkinDonuts"
"advertised",1,"DunkinDonuts"
"advertising",1,"DunkinDonuts"
"advice",1,"DunkinDonuts"
"ago",1,"DunkinDonuts"
"ah",1,"DunkinDonuts"
"air",1,"DunkinDonuts"
"aisvroatky",1,"DunkinDonuts"
"ajit",1,"DunkinDonuts"
"akaranina",1,"DunkinDonuts"
"alarm",1,"DunkinDonuts"
"albuquerque",1,"DunkinDonuts"
"alexjurczynski",1,"DunkinDonuts"
"allen",1,"DunkinDonuts"
"alliewear",1,"DunkinDonuts"
"almondjoyhotcocoa",1,"DunkinDonuts"
"almondmilk",1,"DunkinDonuts"
"alright",1,"DunkinDonuts"
"amazin",1,"DunkinDonuts"
"amazing",1,"DunkinDonuts"
"amazon",1,"DunkinDonuts"
"amboy",1,"DunkinDonuts"
"amenities",1,"DunkinDonuts"
"americano",1,"DunkinDonuts"
"americarunsondunkin",1,"DunkinDonuts"
"amish",1,"DunkinDonuts"
"amount",1,"DunkinDonuts"
"amounts",1,"DunkinDonuts"
"andddd",1,"DunkinDonuts"
"andrebellfield",1,"DunkinDonuts"
"angeles",1,"DunkinDonuts"
"answer",1,"DunkinDonuts"
"answers",1,"DunkinDonuts"
"anticipat",1,"DunkinDonuts"
"aoalnqcwog",1,"DunkinDonuts"
"apartment",1,"DunkinDonuts"
"apple",1,"DunkinDonuts"
"application",1,"DunkinDonuts"
"approached",1,"DunkinDonuts"
"apush",1,"DunkinDonuts"
"aqkhwhfqqj",1,"DunkinDonuts"
"ar",1,"DunkinDonuts"
"arabi",1,"DunkinDonuts"
"architecture",1,"DunkinDonuts"
"arms",1,"DunkinDonuts"
"aromas",1,"DunkinDonuts"
"arrested",1,"DunkinDonuts"
"arrived",1,"DunkinDonuts"
"arriving",1,"DunkinDonuts"
"article",1,"DunkinDonuts"
"ashlyschwan",1,"DunkinDonuts"
"ashurinaaa",1,"DunkinDonuts"
"assholes",1,"DunkinDonuts"
"assorted",1,"DunkinDonuts"
"assosciate",1,"DunkinDonuts"
"attack",1,"DunkinDonuts"
"attainable",1,"DunkinDonuts"
"attendanc",1,"DunkinDonuts"
"attending",1,"DunkinDonuts"
"auckland",1,"DunkinDonuts"
"autocorrected",1,"DunkinDonuts"
"avid",1,"DunkinDonuts"
"avoid",1,"DunkinDonuts"
"avon",1,"DunkinDonuts"
"aw",1,"DunkinDonuts"
"award",1,"DunkinDonuts"
"awareness",1,"DunkinDonuts"
"awesom",1,"DunkinDonuts"
"ba",1,"DunkinDonuts"
"baa",1,"DunkinDonuts"
"babe",1,"DunkinDonuts"
"background",1,"DunkinDonuts"
"baileys",1,"DunkinDonuts"
"baker",1,"DunkinDonuts"
"ball",1,"DunkinDonuts"
"banana",1,"DunkinDonuts"
"bang",1,"DunkinDonuts"
"bangthebutcher",1,"DunkinDonuts"
"bankofameric",1,"DunkinDonuts"
"bar",1,"DunkinDonuts"
"barely",1,"DunkinDonuts"
"based",1,"DunkinDonuts"
"baskin",1,"DunkinDonuts"
"battaglinoa",1,"DunkinDonuts"
"batter",1,"DunkinDonuts"
"bb",1,"DunkinDonuts"
"bbcamerica",1,"DunkinDonuts"
"bd",1,"DunkinDonuts"
"bday",1,"DunkinDonuts"
"beach",1,"DunkinDonuts"
"beans",1,"DunkinDonuts"
"beaten",1,"DunkinDonuts"
"beckley",1,"DunkinDonuts"
"bedroom",1,"DunkinDonuts"
"beerbongsandbentleys",1,"DunkinDonuts"
"beh",1,"DunkinDonuts"
"believes",1,"DunkinDonuts"
"bellaafusco",1,"DunkinDonuts"
"benavigdor",1,"DunkinDonuts"
"bet",1,"DunkinDonuts"
"bff",1,"DunkinDonuts"
"bianca",1,"DunkinDonuts"
"bit",1,"DunkinDonuts"
"bitch",1,"DunkinDonuts"
"bjswholesale",1,"DunkinDonuts"
"blast",1,"DunkinDonuts"
"bleach",1,"DunkinDonuts"
"blessed",1,"DunkinDonuts"
"blind",1,"DunkinDonuts"
"blindly",1,"DunkinDonuts"
"bloomington",1,"DunkinDonuts"
"blvd",1,"DunkinDonuts"
"bold",1,"DunkinDonuts"
"boloco",1,"DunkinDonuts"
"bomb",1,"DunkinDonuts"
"bombb",1,"DunkinDonuts"
"bonefishgrill",1,"DunkinDonuts"
"bonus",1,"DunkinDonuts"
"boo",1,"DunkinDonuts"
"boom",1,"DunkinDonuts"
"booo",1,"DunkinDonuts"
"born",1,"DunkinDonuts"
"boss",1,"DunkinDonuts"
"bostonmarathon",1,"DunkinDonuts"
"bostonrunbase",1,"DunkinDonuts"
"bothering",1,"DunkinDonuts"
"bottle",1,"DunkinDonuts"
"bout",1,"DunkinDonuts"
"boycotting",1,"DunkinDonuts"
"branches",1,"DunkinDonuts"
"brands",1,"DunkinDonuts"
"break",1,"DunkinDonuts"
"breannabarrs",1,"DunkinDonuts"
"breath",1,"DunkinDonuts"
"brewing",1,"DunkinDonuts"
"brightened",1,"DunkinDonuts"
"brisk",1,"DunkinDonuts"
"broadcastbybee",1,"DunkinDonuts"
"broke",1,"DunkinDonuts"
"brooklyn",1,"DunkinDonuts"
"brownie",1,"DunkinDonuts"
"bruh",1,"DunkinDonuts"
"brunswick",1,"DunkinDonuts"
"brussel",1,"DunkinDonuts"
"buddy",1,"DunkinDonuts"
"buffalobeauts",1,"DunkinDonuts"
"buggy",1,"DunkinDonuts"
"building",1,"DunkinDonuts"
"built",1,"DunkinDonuts"
"burned",1,"DunkinDonuts"
"burni",1,"DunkinDonuts"
"butterfinger",1,"DunkinDonuts"
"buttermilk",1,"DunkinDonuts"
"butternut",1,"DunkinDonuts"
"button",1,"DunkinDonuts"
"bwwings",1,"DunkinDonuts"
"caffeine",1,"DunkinDonuts"
"calif",1,"DunkinDonuts"
"calling",1,"DunkinDonuts"
"cambridge",1,"DunkinDonuts"
"camera",1,"DunkinDonuts"
"campus",1,"DunkinDonuts"
"carbs",1,"DunkinDonuts"
"care",1,"DunkinDonuts"
"carlruiz",1,"DunkinDonuts"
"carol",1,"DunkinDonuts"
"carolers",1,"DunkinDonuts"
"carries",1,"DunkinDonuts"
"cash",1,"DunkinDonuts"
"cashiers",1,"DunkinDonuts"
"catholiccharm",1,"DunkinDonuts"
"celebrated",1,"DunkinDonuts"
"cents",1,"DunkinDonuts"
"chamomile",1,"DunkinDonuts"
"chances",1,"DunkinDonuts"
"change",1,"DunkinDonuts"
"changer",1,"DunkinDonuts"
"charged",1,"DunkinDonuts"
"charges",1,"DunkinDonuts"
"charlie",1,"DunkinDonuts"
"chazandaj",1,"DunkinDonuts"
"cheating",1,"DunkinDonuts"
"chees",1,"DunkinDonuts"
"chemicals",1,"DunkinDonuts"
"chick",1,"DunkinDonuts"
"chickadeedeals",1,"DunkinDonuts"
"chickfila",1,"DunkinDonuts"
"child",1,"DunkinDonuts"
"childhood",1,"DunkinDonuts"
"chip",1,"DunkinDonuts"
"chipotletweets",1,"DunkinDonuts"
"chive",1,"DunkinDonuts"
"choco",1,"DunkinDonuts"
"chocolates",1,"DunkinDonuts"
"choice",1,"DunkinDonuts"
"choking",1,"DunkinDonuts"
"choose",1,"DunkinDonuts"
"chopped",1,"DunkinDonuts"
"chunk",1,"DunkinDonuts"
"ciabatta",1,"DunkinDonuts"
"cibatta",1,"DunkinDonuts"
"cici",1,"DunkinDonuts"
"cicivantine",1,"DunkinDonuts"
"circles",1,"DunkinDonuts"
"cities",1,"DunkinDonuts"
"claim",1,"DunkinDonuts"
"claremont",1,"DunkinDonuts"
"clemson",1,"DunkinDonuts"
"clerk",1,"DunkinDonuts"
"cleveland",1,"DunkinDonuts"
"closed",1,"DunkinDonuts"
"closest",1,"DunkinDonuts"
"closing",1,"DunkinDonuts"
"cmpkoqiyze",1,"DunkinDonuts"
"coach",1,"DunkinDonuts"
"coaching",1,"DunkinDonuts"
"cocktail",1,"DunkinDonuts"
"codewords",1,"DunkinDonuts"
"cof",1,"DunkinDonuts"
"coff",1,"DunkinDonuts"
"coffeelovers",1,"DunkinDonuts"
"cogecnptbe",1,"DunkinDonuts"
"coldbrewjams",1,"DunkinDonuts"
"column",1,"DunkinDonuts"
"commercial",1,"DunkinDonuts"
"commercials",1,"DunkinDonuts"
"commute",1,"DunkinDonuts"
"comp",1,"DunkinDonuts"
"companies",1,"DunkinDonuts"
"compared",1,"DunkinDonuts"
"compatible",1,"DunkinDonuts"
"completley",1,"DunkinDonuts"
"condition",1,"DunkinDonuts"
"configured",1,"DunkinDonuts"
"confirmed",1,"DunkinDonuts"
"connected",1,"DunkinDonuts"
"consistency",1,"DunkinDonuts"
"construction",1,"DunkinDonuts"
"consume",1,"DunkinDonuts"
"contact",1,"DunkinDonuts"
"contribution",1,"DunkinDonuts"
"convenient",1,"DunkinDonuts"
"conversation",1,"DunkinDonuts"
"coolatas",1,"DunkinDonuts"
"cooper",1,"DunkinDonuts"
"copious",1,"DunkinDonuts"
"coponaroof",1,"DunkinDonuts"
"corner",1,"DunkinDonuts"
"corning",1,"DunkinDonuts"
"corp",1,"DunkinDonuts"
"corporate",1,"DunkinDonuts"
"correctly",1,"DunkinDonuts"
"costs",1,"DunkinDonuts"
"counselors",1,"DunkinDonuts"
"count",1,"DunkinDonuts"
"country",1,"DunkinDonuts"
"county",1,"DunkinDonuts"
"courtesy",1,"DunkinDonuts"
"cover",1,"DunkinDonuts"
"coworker",1,"DunkinDonuts"
"coworkers",1,"DunkinDonuts"
"crappy",1,"DunkinDonuts"
"craving",1,"DunkinDonuts"
"cravings",1,"DunkinDonuts"
"cre",1,"DunkinDonuts"
"create",1,"DunkinDonuts"
"creating",1,"DunkinDonuts"
"credit",1,"DunkinDonuts"
"creme",1,"DunkinDonuts"
"crew",1,"DunkinDonuts"
"crois",1,"DunkinDonuts"
"crunchy",1,"DunkinDonuts"
"csydelko",1,"DunkinDonuts"
"cta",1,"DunkinDonuts"
"cupboards",1,"DunkinDonuts"
"curdled",1,"DunkinDonuts"
"curriculum",1,"DunkinDonuts"
"cushwake",1,"DunkinDonuts"
"custard",1,"DunkinDonuts"
"custo",1,"DunkinDonuts"
"customization",1,"DunkinDonuts"
"cuz",1,"DunkinDonuts"
"cwoknupfma",1,"DunkinDonuts"
"cxpwmnnbpp",1,"DunkinDonuts"
"cyijdgnsyh",1,"DunkinDonuts"
"dagostolive",1,"DunkinDonuts"
"dairy",1,"DunkinDonuts"
"dallasgerber",1,"DunkinDonuts"
"dallaslovefield",1,"DunkinDonuts"
"dan",1,"DunkinDonuts"
"dang",1,"DunkinDonuts"
"danger",1,"DunkinDonuts"
"daniellerutz",1,"DunkinDonuts"
"darkroast",1,"DunkinDonuts"
"daughter",1,"DunkinDonuts"
"daysssss",1,"DunkinDonuts"
"dead",1,"DunkinDonuts"
"debate",1,"DunkinDonuts"
"debuting",1,"DunkinDonuts"
"decatur",1,"DunkinDonuts"
"decently",1,"DunkinDonuts"
"decide",1,"DunkinDonuts"
"decorated",1,"DunkinDonuts"
"deerfield",1,"DunkinDonuts"
"degree",1,"DunkinDonuts"
"degrees",1,"DunkinDonuts"
"deleting",1,"DunkinDonuts"
"delicacies",1,"DunkinDonuts"
"delivery",1,"DunkinDonuts"
"delta",1,"DunkinDonuts"
"dems",1,"DunkinDonuts"
"depends",1,"DunkinDonuts"
"describe",1,"DunkinDonuts"
"deserved",1,"DunkinDonuts"
"designed",1,"DunkinDonuts"
"designer",1,"DunkinDonuts"
"desperate",1,"DunkinDonuts"
"desperately",1,"DunkinDonuts"
"details",1,"DunkinDonuts"
"dhdjrxefcp",1,"DunkinDonuts"
"diamond",1,"DunkinDonuts"
"diarrhea",1,"DunkinDonuts"
"didnt",1,"DunkinDonuts"
"die",1,"DunkinDonuts"
"diet",1,"DunkinDonuts"
"dinner",1,"DunkinDonuts"
"direct",1,"DunkinDonuts"
"directly",1,"DunkinDonuts"
"disappointing",1,"DunkinDonuts"
"discard",1,"DunkinDonuts"
"discerning",1,"DunkinDonuts"
"disgraceful",1,"DunkinDonuts"
"disgruntled",1,"DunkinDonuts"
"disgusted",1,"DunkinDonuts"
"dishing",1,"DunkinDonuts"
"disrespect",1,"DunkinDonuts"
"ditching",1,"DunkinDonuts"
"djjohnnymarks",1,"DunkinDonuts"
"dmnwvylhav",1,"DunkinDonuts"
"dms",1,"DunkinDonuts"
"dmytvmxxyt",1,"DunkinDonuts"
"docbartender",1,"DunkinDonuts"
"doe's",1,"DunkinDonuts"
"doin",1,"DunkinDonuts"
"dollar",1,"DunkinDonuts"
"dollars",1,"DunkinDonuts"
"dollop",1,"DunkinDonuts"
"dollor",1,"DunkinDonuts"
"dominque",1,"DunkinDonuts"
"donation",1,"DunkinDonuts"
"donezo",1,"DunkinDonuts"
"donniedoesworld",1,"DunkinDonuts"
"donutfriday",1,"DunkinDonuts"
"donutsocial",1,"DunkinDonuts"
"doug",1,"DunkinDonuts"
"dough",1,"DunkinDonuts"
"dozendonuts",1,"DunkinDonuts"
"dposetti",1,"DunkinDonuts"
"dr",1,"DunkinDonuts"
"draft",1,"DunkinDonuts"
"drank",1,"DunkinDonuts"
"dress",1,"DunkinDonuts"
"drivethru",1,"DunkinDonuts"
"drove",1,"DunkinDonuts"
"dt",1,"DunkinDonuts"
"dtcle",1,"DunkinDonuts"
"dumb",1,"DunkinDonuts"
"dunkies",1,"DunkinDonuts"
"dunkinbaltimore",1,"DunkinDonuts"
"dunkinbuffalo",1,"DunkinDonuts"
"dunkinonthedrag",1,"DunkinDonuts"
"duri",1,"DunkinDonuts"
"dust",1,"DunkinDonuts"
"dustinpari",1,"DunkinDonuts"
"earlymorningmistake",1,"DunkinDonuts"
"earth",1,"DunkinDonuts"
"eats",1,"DunkinDonuts"
"edit",1,"DunkinDonuts"
"effective",1,"DunkinDonuts"
"eggnog",1,"DunkinDonuts"
"eghsbiz",1,"DunkinDonuts"
"egspas",1,"DunkinDonuts"
"einsteinbros",1,"DunkinDonuts"
"elijahdaniel",1,"DunkinDonuts"
"elizabeth",1,"DunkinDonuts"
"elwoodjamesm",1,"DunkinDonuts"
"em",1,"DunkinDonuts"
"emailed",1,"DunkinDonuts"
"embrarrasing",1,"DunkinDonuts"
"emilybalser",1,"DunkinDonuts"
"employee",1,"DunkinDonuts"
"enamored",1,"DunkinDonuts"
"engla",1,"DunkinDonuts"
"engli",1,"DunkinDonuts"
"enj",1,"DunkinDonuts"
"enjoyed",1,"DunkinDonuts"
"environmentally",1,"DunkinDonuts"
"epaycommerce",1,"DunkinDonuts"
"episode",1,"DunkinDonuts"
"equivocate",1,"DunkinDonuts"
"erinaschow",1,"DunkinDonuts"
"errthng",1,"DunkinDonuts"
"espn",1,"DunkinDonuts"
"espresso",1,"DunkinDonuts"
"ev",1,"DunkinDonuts"
"evaluate",1,"DunkinDonuts"
"evanston",1,"DunkinDonuts"
"everthi",1,"DunkinDonuts"
"everybodytalks",1,"DunkinDonuts"
"everytime",1,"DunkinDonuts"
"exaggerating",1,"DunkinDonuts"
"exist",1,"DunkinDonuts"
"expect",1,"DunkinDonuts"
"expensive",1,"DunkinDonuts"
"experienced",1,"DunkinDonuts"
"extending",1,"DunkinDonuts"
"exxulansis",1,"DunkinDonuts"
"fa",1,"DunkinDonuts"
"facebook",1,"DunkinDonuts"
"failing",1,"DunkinDonuts"
"fairfax",1,"DunkinDonuts"
"fakin",1,"DunkinDonuts"
"fall",1,"DunkinDonuts"
"false",1,"DunkinDonuts"
"fam",1,"DunkinDonuts"
"family",1,"DunkinDonuts"
"famous",1,"DunkinDonuts"
"fan",1,"DunkinDonuts"
"fanatic",1,"DunkinDonuts"
"fargo",1,"DunkinDonuts"
"fastest",1,"DunkinDonuts"
"fatter",1,"DunkinDonuts"
"fav",1,"DunkinDonuts"
"favor",1,"DunkinDonuts"
"fear",1,"DunkinDonuts"
"fee",1,"DunkinDonuts"
"feels",1,"DunkinDonuts"
"fell",1,"DunkinDonuts"
"fence",1,"DunkinDonuts"
"feud",1,"DunkinDonuts"
"ff",1,"DunkinDonuts"
"filling",1,"DunkinDonuts"
"finallygotmycoffee",1,"DunkinDonuts"
"financing",1,"DunkinDonuts"
"findoutfriday",1,"DunkinDonuts"
"finish",1,"DunkinDonuts"
"firstworldproble",1,"DunkinDonuts"
"fit",1,"DunkinDonuts"
"fixed",1,"DunkinDonuts"
"fixing",1,"DunkinDonuts"
"flablgpeht",1,"DunkinDonuts"
"flat",1,"DunkinDonuts"
"florida",1,"DunkinDonuts"
"floris",1,"DunkinDonuts"
"foggy",1,"DunkinDonuts"
"follow",1,"DunkinDonuts"
"foodbanksj",1,"DunkinDonuts"
"foodservice",1,"DunkinDonuts"
"fool",1,"DunkinDonuts"
"footage",1,"DunkinDonuts"
"football",1,"DunkinDonuts"
"forest",1,"DunkinDonuts"
"forrester",1,"DunkinDonuts"
"foundation",1,"DunkinDonuts"
"fragile",1,"DunkinDonuts"
"franch",1,"DunkinDonuts"
"franchise",1,"DunkinDonuts"
"franklin",1,"DunkinDonuts"
"frappe",1,"DunkinDonuts"
"fraud",1,"DunkinDonuts"
"frauds",1,"DunkinDonuts"
"fraudulent",1,"DunkinDonuts"
"freeshit",1,"DunkinDonuts"
"freezing",1,"DunkinDonuts"
"freshest",1,"DunkinDonuts"
"freshly",1,"DunkinDonuts"
"fresno",1,"DunkinDonuts"
"fresnodoesntrunondunkin",1,"DunkinDonuts"
"frick",1,"DunkinDonuts"
"frustrating",1,"DunkinDonuts"
"fu",1,"DunkinDonuts"
"fuckin",1,"DunkinDonuts"
"fucks",1,"DunkinDonuts"
"fueled",1,"DunkinDonuts"
"fukumel",1,"DunkinDonuts"
"ga",1,"DunkinDonuts"
"gadget",1,"DunkinDonuts"
"gcrta",1,"DunkinDonuts"
"geisinger",1,"DunkinDonuts"
"gibbstown",1,"DunkinDonuts"
"gibreeze",1,"DunkinDonuts"
"giftcard",1,"DunkinDonuts"
"gillettechildrn",1,"DunkinDonuts"
"ginger",1,"DunkinDonuts"
"gingerbread",1,"DunkinDonuts"
"giordanospizza",1,"DunkinDonuts"
"gjmphguaib",1,"DunkinDonuts"
"glaze",1,"DunkinDonuts"
"glazed",1,"DunkinDonuts"
"glennon",1,"DunkinDonuts"
"glimpse",1,"DunkinDonuts"
"glitch",1,"DunkinDonuts"
"goat",1,"DunkinDonuts"
"goldentridc",1,"DunkinDonuts"
"goodness",1,"DunkinDonuts"
"gopackgo",1,"DunkinDonuts"
"govrauner",1,"DunkinDonuts"
"gowmduqyus",1,"DunkinDonuts"
"graders",1,"DunkinDonuts"
"grades",1,"DunkinDonuts"
"graduate",1,"DunkinDonuts"
"grasp",1,"DunkinDonuts"
"greeted",1,"DunkinDonuts"
"gregtthefratb",1,"DunkinDonuts"
"grill",1,"DunkinDonuts"
"gross",1,"DunkinDonuts"
"gs",1,"DunkinDonuts"
"gujrxsuyoy",1,"DunkinDonuts"
"guts",1,"DunkinDonuts"
"habiscus",1,"DunkinDonuts"
"haha",1,"DunkinDonuts"
"hahahaha",1,"DunkinDonuts"
"halloween",1,"DunkinDonuts"
"ham",1,"DunkinDonuts"
"hamilton",1,"DunkinDonuts"
"hampering",1,"DunkinDonuts"
"hand",1,"DunkinDonuts"
"handle",1,"DunkinDonuts"
"hands",1,"DunkinDonuts"
"handsome",1,"DunkinDonuts"
"hangry",1,"DunkinDonuts"
"hannukah",1,"DunkinDonuts"
"happen",1,"DunkinDonuts"
"happening",1,"DunkinDonuts"
"happiness",1,"DunkinDonuts"
"happyholidays",1,"DunkinDonuts"
"har",1,"DunkinDonuts"
"hassle",1,"DunkinDonuts"
"haunting",1,"DunkinDonuts"
"haven",1,"DunkinDonuts"
"haverhill",1,"DunkinDonuts"
"hawtho",1,"DunkinDonuts"
"hazardous",1,"DunkinDonuts"
"health",1,"DunkinDonuts"
"heart",1,"DunkinDonuts"
"heidischlumpf",1,"DunkinDonuts"
"helping",1,"DunkinDonuts"
"heritage",1,"DunkinDonuts"
"hero",1,"DunkinDonuts"
"hig",1,"DunkinDonuts"
"highly",1,"DunkinDonuts"
"hiiii",1,"DunkinDonuts"
"hire",1,"DunkinDonuts"
"hmm",1,"DunkinDonuts"
"hol",1,"DunkinDonuts"
"holding",1,"DunkinDonuts"
"holland",1,"DunkinDonuts"
"hollywood",1,"DunkinDonuts"
"homage",1,"DunkinDonuts"
"homeless",1,"DunkinDonuts"
"honestly",1,"DunkinDonuts"
"honks",1,"DunkinDonuts"
"honoring",1,"DunkinDonuts"
"hook",1,"DunkinDonuts"
"horrible",1,"DunkinDonuts"
"horse",1,"DunkinDonuts"
"hotchocolate",1,"DunkinDonuts"
"hotter",1,"DunkinDonuts"
"housemates",1,"DunkinDonuts"
"hppchvsynx",1,"DunkinDonuts"
"hsndydmnnb",1,"DunkinDonuts"
"hsuppybgts",1,"DunkinDonuts"
"hswjnxhssb",1,"DunkinDonuts"
"http",1,"DunkinDonuts"
"huge",1,"DunkinDonuts"
"hummels",1,"DunkinDonuts"
"hungry",1,"DunkinDonuts"
"hunt",1,"DunkinDonuts"
"hurt",1,"DunkinDonuts"
"hwy",1,"DunkinDonuts"
"hype",1,"DunkinDonuts"
"iainwyn",1,"DunkinDonuts"
"iamchelsealynn",1,"DunkinDonuts"
"idea",1,"DunkinDonuts"
"ided",1,"DunkinDonuts"
"ifaeafeinm",1,"DunkinDonuts"
"iiqukljqrc",1,"DunkinDonuts"
"illusion",1,"DunkinDonuts"
"image",1,"DunkinDonuts"
"imaginepark",1,"DunkinDonuts"
"imari",1,"DunkinDonuts"
"imma",1,"DunkinDonuts"
"immediately",1,"DunkinDonuts"
"impressed",1,"DunkinDonuts"
"impressive",1,"DunkinDonuts"
"imyhieeuoh",1,"DunkinDonuts"
"incapable",1,"DunkinDonuts"
"incompetent",1,"DunkinDonuts"
"incredible",1,"DunkinDonuts"
"india",1,"DunkinDonuts"
"indiajoneswdtn",1,"DunkinDonuts"
"indiewoods",1,"DunkinDonuts"
"ineptitude",1,"DunkinDonuts"
"inferior",1,"DunkinDonuts"
"influencer",1,"DunkinDonuts"
"info",1,"DunkinDonuts"
"informed",1,"DunkinDonuts"
"ingredients",1,"DunkinDonuts"
"insidious",1,"DunkinDonuts"
"insisted",1,"DunkinDonuts"
"inspired",1,"DunkinDonuts"
"instagram",1,"DunkinDonuts"
"inste",1,"DunkinDonuts"
"internet",1,"DunkinDonuts"
"intro",1,"DunkinDonuts"
"introduced",1,"DunkinDonuts"
"introducing",1,"DunkinDonuts"
"invisible",1,"DunkinDonuts"
"iphone",1,"DunkinDonuts"
"ironic",1,"DunkinDonuts"
"ivilzphlmv",1,"DunkinDonuts"
"jack",1,"DunkinDonuts"
"jacksonville",1,"DunkinDonuts"
"jamesmelloni",1,"DunkinDonuts"
"java",1,"DunkinDonuts"
"jaylugzmusic",1,"DunkinDonuts"
"jbjessica",1,"DunkinDonuts"
"jeanclare",1,"DunkinDonuts"
"jefferson",1,"DunkinDonuts"
"jennydeluxe",1,"DunkinDonuts"
"jentoinfinity",1,"DunkinDonuts"
"jericho",1,"DunkinDonuts"
"jesus",1,"DunkinDonuts"
"jets",1,"DunkinDonuts"
"jeyroevyef",1,"DunkinDonuts"
"jilyrwsueg",1,"DunkinDonuts"
"jnycvkhtah",1,"DunkinDonuts"
"jo",1,"DunkinDonuts"
"jocpzzeixm",1,"DunkinDonuts"
"jogprhdbyn",1,"DunkinDonuts"
"john",1,"DunkinDonuts"
"johnnyjet",1,"DunkinDonuts"
"join",1,"DunkinDonuts"
"joint",1,"DunkinDonuts"
"joke",1,"DunkinDonuts"
"jonah",1,"DunkinDonuts"
"joshcorm",1,"DunkinDonuts"
"journos",1,"DunkinDonuts"
"jpcmczmlun",1,"DunkinDonuts"
"jt",1,"DunkinDonuts"
"judge",1,"DunkinDonuts"
"judged",1,"DunkinDonuts"
"julienrbaker",1,"DunkinDonuts"
"juqphgmkox",1,"DunkinDonuts"
"kaitlynmclaurin",1,"DunkinDonuts"
"karmamusique",1,"DunkinDonuts"
"katlikespie",1,"DunkinDonuts"
"kcup",1,"DunkinDonuts"
"keepinupwithrob",1,"DunkinDonuts"
"keepitsimplestupid",1,"DunkinDonuts"
"kendallsroney",1,"DunkinDonuts"
"keqzumdlip",1,"DunkinDonuts"
"keurig",1,"DunkinDonuts"
"keypad",1,"DunkinDonuts"
"kickstart",1,"DunkinDonuts"
"kid",1,"DunkinDonuts"
"kidding",1,"DunkinDonuts"
"kids",1,"DunkinDonuts"
"kill",1,"DunkinDonuts"
"killed",1,"DunkinDonuts"
"kim",1,"DunkinDonuts"
"king",1,"DunkinDonuts"
"kiss",1,"DunkinDonuts"
"kittanning",1,"DunkinDonuts"
"kn",1,"DunkinDonuts"
"knightdale",1,"DunkinDonuts"
"knowing",1,"DunkinDonuts"
"kokkzhtszp",1,"DunkinDonuts"
"kxpputodwv",1,"DunkinDonuts"
"lactose",1,"DunkinDonuts"
"laguardia",1,"DunkinDonuts"
"larger",1,"DunkinDonuts"
"larkin",1,"DunkinDonuts"
"lasairport",1,"DunkinDonuts"
"latenightlove",1,"DunkinDonuts"
"laurastylez",1,"DunkinDonuts"
"lbchnwzmcr",1,"DunkinDonuts"
"le",1,"DunkinDonuts"
"leaks",1,"DunkinDonuts"
"learn",1,"DunkinDonuts"
"learned",1,"DunkinDonuts"
"leave",1,"DunkinDonuts"
"lecture",1,"DunkinDonuts"
"lee",1,"DunkinDonuts"
"left",1,"DunkinDonuts"
"lemon",1,"DunkinDonuts"
"lemonade",1,"DunkinDonuts"
"lesson",1,"DunkinDonuts"
"letter",1,"DunkinDonuts"
"letting",1,"DunkinDonuts"
"letustakeyouhome",1,"DunkinDonuts"
"level",1,"DunkinDonuts"
"lewisburg",1,"DunkinDonuts"
"lg",1,"DunkinDonuts"
"library",1,"DunkinDonuts"
"light",1,"DunkinDonuts"
"lightly",1,"DunkinDonuts"
"limeade",1,"DunkinDonuts"
"limited",1,"DunkinDonuts"
"lin",1,"DunkinDonuts"
"lionelmedia",1,"DunkinDonuts"
"list",1,"DunkinDonuts"
"listened",1,"DunkinDonuts"
"live",1,"DunkinDonuts"
"lkkuuslqgg",1,"DunkinDonuts"
"lmfaooo",1,"DunkinDonuts"
"lmfaoooo",1,"DunkinDonuts"
"lmfaooooooo",1,"DunkinDonuts"
"lmjmafrmef",1,"DunkinDonuts"
"load",1,"DunkinDonuts"
"located",1,"DunkinDonuts"
"locations",1,"DunkinDonuts"
"lock",1,"DunkinDonuts"
"locked",1,"DunkinDonuts"
"loitering",1,"DunkinDonuts"
"looooool",1,"DunkinDonuts"
"loose",1,"DunkinDonuts"
"los",1,"DunkinDonuts"
"lose",1,"DunkinDonuts"
"losers",1,"DunkinDonuts"
"louder",1,"DunkinDonuts"
"loved",1,"DunkinDonuts"
"low",1,"DunkinDonuts"
"loyal",1,"DunkinDonuts"
"loyalty",1,"DunkinDonuts"
"loyndsview",1,"DunkinDonuts"
"lrkgmvgkbe",1,"DunkinDonuts"
