"word","n","Brand"
"lt",1,"DunkinDonuts"
"lttyveeikb",1,"DunkinDonuts"
"lukewarm",1,"DunkinDonuts"
"lump",1,"DunkinDonuts"
"lunch",1,"DunkinDonuts"
"lvchrisbrooks",1,"DunkinDonuts"
"lxznr",1,"DunkinDonuts"
"lyft",1,"DunkinDonuts"
"macchiato",1,"DunkinDonuts"
"madison",1,"DunkinDonuts"
"main",1,"DunkinDonuts"
"makes",1,"DunkinDonuts"
"mama",1,"DunkinDonuts"
"manage",1,"DunkinDonuts"
"manchester",1,"DunkinDonuts"
"mandardhulubulu",1,"DunkinDonuts"
"maple",1,"DunkinDonuts"
"margarine",1,"DunkinDonuts"
"massachusetts",1,"DunkinDonuts"
"masshole",1,"DunkinDonuts"
"massive",1,"DunkinDonuts"
"mastercard",1,"DunkinDonuts"
"matcha",1,"DunkinDonuts"
"material",1,"DunkinDonuts"
"matthewsliker",1,"DunkinDonuts"
"mattyonfm",1,"DunkinDonuts"
"mavingjagger",1,"DunkinDonuts"
"mbdcwgvuyt",1,"DunkinDonuts"
"mbta",1,"DunkinDonuts"
"mccormickjadyn",1,"DunkinDonuts"
"mdw",1,"DunkinDonuts"
"meal",1,"DunkinDonuts"
"meals",1,"DunkinDonuts"
"medford",1,"DunkinDonuts"
"medway",1,"DunkinDonuts"
"mel",1,"DunkinDonuts"
"melainie",1,"DunkinDonuts"
"melted",1,"DunkinDonuts"
"memberships",1,"DunkinDonuts"
"mensch",1,"DunkinDonuts"
"merr",1,"DunkinDonuts"
"merry",1,"DunkinDonuts"
"message",1,"DunkinDonuts"
"messed",1,"DunkinDonuts"
"messy",1,"DunkinDonuts"
"mexico",1,"DunkinDonuts"
"miami",1,"DunkinDonuts"
"mickywhitenv",1,"DunkinDonuts"
"microwaved",1,"DunkinDonuts"
"midlothian",1,"DunkinDonuts"
"midway",1,"DunkinDonuts"
"midwest",1,"DunkinDonuts"
"mile",1,"DunkinDonuts"
"millington",1,"DunkinDonuts"
"min",1,"DunkinDonuts"
"mint",1,"DunkinDonuts"
"minuteson",1,"DunkinDonuts"
"missed",1,"DunkinDonuts"
"missing",1,"DunkinDonuts"
"mistake",1,"DunkinDonuts"
"mistakenly",1,"DunkinDonuts"
"mmmdonuts",1,"DunkinDonuts"
"mochas",1,"DunkinDonuts"
"model",1,"DunkinDonuts"
"mollyhoodusa",1,"DunkinDonuts"
"montano",1,"DunkinDonuts"
"montgomery",1,"DunkinDonuts"
"month",1,"DunkinDonuts"
"mood",1,"DunkinDonuts"
"motorsports",1,"DunkinDonuts"
"moved",1,"DunkinDonuts"
"movie",1,"DunkinDonuts"
"mowqudamgs",1,"DunkinDonuts"
"mredtrain",1,"DunkinDonuts"
"mripdplfwi",1,"DunkinDonuts"
"ms",1,"DunkinDonuts"
"msweetwood",1,"DunkinDonuts"
"mud",1,"DunkinDonuts"
"muffins",1,"DunkinDonuts"
"mug",1,"DunkinDonuts"
"multiple",1,"DunkinDonuts"
"music",1,"DunkinDonuts"
"muslim",1,"DunkinDonuts"
"mvp",1,"DunkinDonuts"
"mydunkin",1,"DunkinDonuts"
"mystic",1,"DunkinDonuts"
"names",1,"DunkinDonuts"
"natepickowicz",1,"DunkinDonuts"
"native",1,"DunkinDonuts"
"nbcsceltics",1,"DunkinDonuts"
"ne",1,"DunkinDonuts"
"neat",1,"DunkinDonuts"
"nee",1,"DunkinDonuts"
"net",1,"DunkinDonuts"
"netneutality",1,"DunkinDonuts"
"neutrality",1,"DunkinDonuts"
"newark",1,"DunkinDonuts"
"newenglander",1,"DunkinDonuts"
"newport",1,"DunkinDonuts"
"news",1,"DunkinDonuts"
"newsroom",1,"DunkinDonuts"
"nfl",1,"DunkinDonuts"
"nhlbruins",1,"DunkinDonuts"
"nhprfxywxy",1,"DunkinDonuts"
"nicest",1,"DunkinDonuts"
"nicknames",1,"DunkinDonuts"
"nm",1,"DunkinDonuts"
"nope",1,"DunkinDonuts"
"northend",1,"DunkinDonuts"
"notbutter",1,"DunkinDonuts"
"ntnxxywpud",1,"DunkinDonuts"
"nuggets",1,"DunkinDonuts"
"nuke",1,"DunkinDonuts"
"numerous",1,"DunkinDonuts"
"nuttin",1,"DunkinDonuts"
"nzfystjzct",1,"DunkinDonuts"
"oak",1,"DunkinDonuts"
"oakland",1,"DunkinDonuts"
"obsession",1,"DunkinDonuts"
"odd",1,"DunkinDonuts"
"offer",1,"DunkinDonuts"
"offered",1,"DunkinDonuts"
"offers",1,"DunkinDonuts"
"official",1,"DunkinDonuts"
"officialjrcanes",1,"DunkinDonuts"
"oldsaucy",1,"DunkinDonuts"
"ole",1,"DunkinDonuts"
"onion",1,"DunkinDonuts"
"onionbagels",1,"DunkinDonuts"
"opbwnqqtrm",1,"DunkinDonuts"
"openastoreinfresnoca",1,"DunkinDonuts"
"opieradio",1,"DunkinDonuts"
"opportunities",1,"DunkinDonuts"
"opportunity",1,"DunkinDonuts"
"oppose",1,"DunkinDonuts"
"options",1,"DunkinDonuts"
"orde",1,"DunkinDonuts"
"ou",1,"DunkinDonuts"
"outlets",1,"DunkinDonuts"
"outraged",1,"DunkinDonuts"
"outta",1,"DunkinDonuts"
"overcharged",1,"DunkinDonuts"
"overheard",1,"DunkinDonuts"
"overwhelming",1,"DunkinDonuts"
"oznjligaei",1,"DunkinDonuts"
"packaging",1,"DunkinDonuts"
"packed",1,"DunkinDonuts"
"packers",1,"DunkinDonuts"
"pai",1,"DunkinDonuts"
"pair",1,"DunkinDonuts"
"panerabread",1,"DunkinDonuts"
"papers",1,"DunkinDonuts"
"parade",1,"DunkinDonuts"
"parents",1,"DunkinDonuts"
"parking",1,"DunkinDonuts"
"parkland",1,"DunkinDonuts"
"partial",1,"DunkinDonuts"
"partic",1,"DunkinDonuts"
"participat",1,"DunkinDonuts"
"participate",1,"DunkinDonuts"
"partnership",1,"DunkinDonuts"
"pasadena",1,"DunkinDonuts"
"passing",1,"DunkinDonuts"
"patriots",1,"DunkinDonuts"
"pc",1,"DunkinDonuts"
"peacebouttime",1,"DunkinDonuts"
"peanut",1,"DunkinDonuts"
"peekskill",1,"DunkinDonuts"
"peeps",1,"DunkinDonuts"
"pelted",1,"DunkinDonuts"
"pennsylvania",1,"DunkinDonuts"
"people's",1,"DunkinDonuts"
"pepp",1,"DunkinDonuts"
"peppermintmocha",1,"DunkinDonuts"
"perezhometeam",1,"DunkinDonuts"
"perfectly",1,"DunkinDonuts"
"perform",1,"DunkinDonuts"
"perfumes",1,"DunkinDonuts"
"perks",1,"DunkinDonuts"
"personalfinance",1,"DunkinDonuts"
"personalized",1,"DunkinDonuts"
"petty",1,"DunkinDonuts"
"phone",1,"DunkinDonuts"
"photographer",1,"DunkinDonuts"
"pht",1,"DunkinDonuts"
"phx",1,"DunkinDonuts"
"phyllistf",1,"DunkinDonuts"
"pic",1,"DunkinDonuts"
"pickup",1,"DunkinDonuts"
"pics",1,"DunkinDonuts"
"picture",1,"DunkinDonuts"
"pieces",1,"DunkinDonuts"
"pig",1,"DunkinDonuts"
"pike",1,"DunkinDonuts"
"pile",1,"DunkinDonuts"
"pin",1,"DunkinDonuts"
"piolife",1,"DunkinDonuts"
"pisspooreffort",1,"DunkinDonuts"
"pitiful",1,"DunkinDonuts"
"placement",1,"DunkinDonuts"
"plan",1,"DunkinDonuts"
"planet",1,"DunkinDonuts"
"planner",1,"DunkinDonuts"
"play",1,"DunkinDonuts"
"plaza",1,"DunkinDonuts"
"pleasant",1,"DunkinDonuts"
"pm'd",1,"DunkinDonuts"
"pnjfbbikdo",1,"DunkinDonuts"
"podcast",1,"DunkinDonuts"
"poisoned",1,"DunkinDonuts"
"policy",1,"DunkinDonuts"
"political",1,"DunkinDonuts"
"poll",1,"DunkinDonuts"
"poop",1,"DunkinDonuts"
"popville",1,"DunkinDonuts"
"port",1,"DunkinDonuts"
"pos",1,"DunkinDonuts"
"postmalone",1,"DunkinDonuts"
"posts",1,"DunkinDonuts"
"potatoes",1,"DunkinDonuts"
"potential",1,"DunkinDonuts"
"pour",1,"DunkinDonuts"
"predsnhl",1,"DunkinDonuts"
"preferably",1,"DunkinDonuts"
"preordered",1,"DunkinDonuts"
"preping",1,"DunkinDonuts"
"pretzel",1,"DunkinDonuts"
"pric",1,"DunkinDonuts"
"pricey",1,"DunkinDonuts"
"private",1,"DunkinDonuts"
"prize",1,"DunkinDonuts"
"proceeds",1,"DunkinDonuts"
"processed",1,"DunkinDonuts"
"productive",1,"DunkinDonuts"
"profession",1,"DunkinDonuts"
"program",1,"DunkinDonuts"
"promote",1,"DunkinDonuts"
"promoters",1,"DunkinDonuts"
"promotes",1,"DunkinDonuts"
"promotion",1,"DunkinDonuts"
"promotions",1,"DunkinDonuts"
"pronouncement",1,"DunkinDonuts"
"properly",1,"DunkinDonuts"
"properties",1,"DunkinDonuts"
"protein",1,"DunkinDonuts"
"proudly",1,"DunkinDonuts"
"provide",1,"DunkinDonuts"
"ps",1,"DunkinDonuts"
"pudxtgrowq",1,"DunkinDonuts"
"pull",1,"DunkinDonuts"
"punch",1,"DunkinDonuts"
"purchase",1,"DunkinDonuts"
"pyramids",1,"DunkinDonuts"
"qhaqkoyjvv",1,"DunkinDonuts"
"qmudkpyyti",1,"DunkinDonuts"
"queensaidthat",1,"DunkinDonuts"
"quick",1,"DunkinDonuts"
"quicklee's",1,"DunkinDonuts"
"qukzhprjvd",1,"DunkinDonuts"
"qvkdcvkket",1,"DunkinDonuts"
"rabbit",1,"DunkinDonuts"
"race",1,"DunkinDonuts"
"racist",1,"DunkinDonuts"
"radio",1,"DunkinDonuts"
"radiomankato",1,"DunkinDonuts"
"rafter",1,"DunkinDonuts"
"rahway",1,"DunkinDonuts"
"rainy",1,"DunkinDonuts"
"raisingmybee",1,"DunkinDonuts"
"raleigh",1,"DunkinDonuts"
"ramratansali",1,"DunkinDonuts"
"ranch",1,"DunkinDonuts"
"randpaul",1,"DunkinDonuts"
"rare",1,"DunkinDonuts"
"rat",1,"DunkinDonuts"
"ravinganarchy",1,"DunkinDonuts"
"rdsanchezjr",1,"DunkinDonuts"
"reaction",1,"DunkinDonuts"
"readersdigest",1,"DunkinDonuts"
"reading",1,"DunkinDonuts"
"realmattpowers",1,"DunkinDonuts"
"receive",1,"DunkinDonuts"
"recently",1,"DunkinDonuts"
"recipients",1,"DunkinDonuts"
"recommend",1,"DunkinDonuts"
"red",1,"DunkinDonuts"
"redeem",1,"DunkinDonuts"
"redsox",1,"DunkinDonuts"
"refill",1,"DunkinDonuts"
"relative",1,"DunkinDonuts"
"relax",1,"DunkinDonuts"
"relentlessly",1,"DunkinDonuts"
"reloaded",1,"DunkinDonuts"
"remember",1,"DunkinDonuts"
"repeated",1,"DunkinDonuts"
"repect",1,"DunkinDonuts"
"reply",1,"DunkinDonuts"
"replying",1,"DunkinDonuts"
"reporters",1,"DunkinDonuts"
"reppin",1,"DunkinDonuts"
"representative",1,"DunkinDonuts"
"represented",1,"DunkinDonuts"
"rescue",1,"DunkinDonuts"
"resemble",1,"DunkinDonuts"
"residential",1,"DunkinDonuts"
"respectable",1,"DunkinDonuts"
"restoring",1,"DunkinDonuts"
"results",1,"DunkinDonuts"
"retail",1,"DunkinDonuts"
"retailers",1,"DunkinDonuts"
"retaliation",1,"DunkinDonuts"
"retarded",1,"DunkinDonuts"
"reverse",1,"DunkinDonuts"
"reward",1,"DunkinDonuts"
"rework",1,"DunkinDonuts"
"reynaldodeltoro",1,"DunkinDonuts"
"ribbon",1,"DunkinDonuts"
"richmond",1,"DunkinDonuts"
"ride",1,"DunkinDonuts"
"ridgeville",1,"DunkinDonuts"
"ridiculous",1,"DunkinDonuts"
"ripped",1,"DunkinDonuts"
"rkntywhwpj",1,"DunkinDonuts"
"road",1,"DunkinDonuts"
"roasthunger",1,"DunkinDonuts"
"robbed",1,"DunkinDonuts"
"robbins",1,"DunkinDonuts"
"rochester",1,"DunkinDonuts"
"rodney",1,"DunkinDonuts"
"rolled",1,"DunkinDonuts"
"roswell",1,"DunkinDonuts"
"rough",1,"DunkinDonuts"
"round",1,"DunkinDonuts"
"royal",1,"DunkinDonuts"
"royalengagement",1,"DunkinDonuts"
"royalty",1,"DunkinDonuts"
"rsberry",1,"DunkinDonuts"
"rtd",1,"DunkinDonuts"
"rudest",1,"DunkinDonuts"
"ruined",1,"DunkinDonuts"
"rumblebozzle",1,"DunkinDonuts"
"runondunkin",1,"DunkinDonuts"
"sabra",1,"DunkinDonuts"
"saddest",1,"DunkinDonuts"
"sadly",1,"DunkinDonuts"
"saint",1,"DunkinDonuts"
"sala",1,"DunkinDonuts"
"salty",1,"DunkinDonuts"
"sam",1,"DunkinDonuts"
"sameeee",1,"DunkinDonuts"
"sample",1,"DunkinDonuts"
"san",1,"DunkinDonuts"
"sandw",1,"DunkinDonuts"
"sandwhich",1,"DunkinDonuts"
"sandwhiches",1,"DunkinDonuts"
"sarcast",1,"DunkinDonuts"
"saudi",1,"DunkinDonuts"
"save",1,"DunkinDonuts"
"savouring",1,"DunkinDonuts"
"scared",1,"DunkinDonuts"
"scorching",1,"DunkinDonuts"
"scrape",1,"DunkinDonuts"
"screw",1,"DunkinDonuts"
"screwed",1,"DunkinDonuts"
"scrumptious",1,"DunkinDonuts"
"sedxbyrhmw",1,"DunkinDonuts"
"seemingly",1,"DunkinDonuts"
"sell",1,"DunkinDonuts"
"senatorcollins",1,"DunkinDonuts"
"senatorsanborn",1,"DunkinDonuts"
"seniors",1,"DunkinDonuts"
"sense",1,"DunkinDonuts"
"sensitive",1,"DunkinDonuts"
"ser",1,"DunkinDonuts"
"serves",1,"DunkinDonuts"
"servic",1,"DunkinDonuts"
"serving",1,"DunkinDonuts"
"set",1,"DunkinDonuts"
"settings",1,"DunkinDonuts"
"settles",1,"DunkinDonuts"
"sewer",1,"DunkinDonuts"
"shame",1,"DunkinDonuts"
"shane",1,"DunkinDonuts"
"share",1,"DunkinDonuts"
"shared",1,"DunkinDonuts"
"shenanigans",1,"DunkinDonuts"
"sherrillkaplan",1,"DunkinDonuts"
"ship",1,"DunkinDonuts"
"shitting",1,"DunkinDonuts"
"shitty",1,"DunkinDonuts"
"shocked",1,"DunkinDonuts"
"shopping",1,"DunkinDonuts"
"short",1,"DunkinDonuts"
"shortstraw",1,"DunkinDonuts"
"shou",1,"DunkinDonuts"
"shout",1,"DunkinDonuts"
"shoveling",1,"DunkinDonuts"
"shunned",1,"DunkinDonuts"
"shutouts",1,"DunkinDonuts"
"sight",1,"DunkinDonuts"
"simple",1,"DunkinDonuts"
"sindh",1,"DunkinDonuts"
"sing",1,"DunkinDonuts"
"single",1,"DunkinDonuts"
"sinking",1,"DunkinDonuts"
"siskyphus",1,"DunkinDonuts"
"sit",1,"DunkinDonuts"
"sits",1,"DunkinDonuts"
"sitting",1,"DunkinDonuts"
"size",1,"DunkinDonuts"
"skellington",1,"DunkinDonuts"
"skimpiest",1,"DunkinDonuts"
"skin",1,"DunkinDonuts"
"skinashoba",1,"DunkinDonuts"
"skip",1,"DunkinDonuts"
"skyline",1,"DunkinDonuts"
"sleep",1,"DunkinDonuts"
"sleepless",1,"DunkinDonuts"
"slept",1,"DunkinDonuts"
"slice",1,"DunkinDonuts"
"smartphones",1,"DunkinDonuts"
"smell",1,"DunkinDonuts"
"smithville",1,"DunkinDonuts"
"sneak",1,"DunkinDonuts"
"snickerdoodle",1,"DunkinDonuts"
"snickers",1,"DunkinDonuts"
"snowing",1,"DunkinDonuts"
"snowy",1,"DunkinDonuts"
"soaked",1,"DunkinDonuts"
"socialmedia",1,"DunkinDonuts"
"socialmel",1,"DunkinDonuts"
"sold",1,"DunkinDonuts"
"solid",1,"DunkinDonuts"
"solves",1,"DunkinDonuts"
"sonicdrivein",1,"DunkinDonuts"
"sons",1,"DunkinDonuts"
"soooo",1,"DunkinDonuts"
"sooooo",1,"DunkinDonuts"
"sorta",1,"DunkinDonuts"
"sosocal",1,"DunkinDonuts"
"sotired",1,"DunkinDonuts"
"southeastern",1,"DunkinDonuts"
"southend",1,"DunkinDonuts"
"southwood",1,"DunkinDonuts"
"sp",1,"DunkinDonuts"
"space",1,"DunkinDonuts"
"spamming",1,"DunkinDonuts"
"spell",1,"DunkinDonuts"
"spend",1,"DunkinDonuts"
"spending",1,"DunkinDonuts"
"spice",1,"DunkinDonuts"
"spiders",1,"DunkinDonuts"
"spirit",1,"DunkinDonuts"
"spoil",1,"DunkinDonuts"
"spoken",1,"DunkinDonuts"
"spon",1,"DunkinDonuts"
"sponsored",1,"DunkinDonuts"
"spot",1,"DunkinDonuts"
"spread",1,"DunkinDonuts"
"spreading",1,"DunkinDonuts"
"spring",1,"DunkinDonuts"
"springs",1,"DunkinDonuts"
"sprinkled",1,"DunkinDonuts"
"square",1,"DunkinDonuts"
"squirrel",1,"DunkinDonuts"
"stale",1,"DunkinDonuts"
"stand",1,"DunkinDonuts"
"standards",1,"DunkinDonuts"
"standing",1,"DunkinDonuts"
"stanhope",1,"DunkinDonuts"
"starting",1,"DunkinDonuts"
"startrektng",1,"DunkinDonuts"
"steamer",1,"DunkinDonuts"
"steeped",1,"DunkinDonuts"
"stephenmzyn",1,"DunkinDonuts"
"steps",1,"DunkinDonuts"
"stevenleyvaphoto",1,"DunkinDonuts"
"steveyeagernv",1,"DunkinDonuts"
"stick",1,"DunkinDonuts"
"stingy",1,"DunkinDonuts"
"stopped",1,"DunkinDonuts"
"stops",1,"DunkinDonuts"
"string",1,"DunkinDonuts"
"struggling",1,"DunkinDonuts"
"strutters",1,"DunkinDonuts"
"stuffin",1,"DunkinDonuts"
"stupid",1,"DunkinDonuts"
"su",1,"DunkinDonuts"
"suave",1,"DunkinDonuts"
"subpar",1,"DunkinDonuts"
"subs",1,"DunkinDonuts"
"sufgania",1,"DunkinDonuts"
"sugary",1,"DunkinDonuts"
"suggestion",1,"DunkinDonuts"
"sunday",1,"DunkinDonuts"
"super",1,"DunkinDonuts"
"supporter",1,"DunkinDonuts"
"supports",1,"DunkinDonuts"
"suppose",1,"DunkinDonuts"
"sushi",1,"DunkinDonuts"
"suspicious",1,"DunkinDonuts"
"swea",1,"DunkinDonuts"
"swear",1,"DunkinDonuts"
"sweats",1,"DunkinDonuts"
"sweetened",1,"DunkinDonuts"
"sweetener",1,"DunkinDonuts"
"sweetie",1,"DunkinDonuts"
"switching",1,"DunkinDonuts"
"swore",1,"DunkinDonuts"
"synonym",1,"DunkinDonuts"
"system",1,"DunkinDonuts"
"table",1,"DunkinDonuts"
"tails",1,"DunkinDonuts"
"tall",1,"DunkinDonuts"
"tallahassee",1,"DunkinDonuts"
"tanamongeau",1,"DunkinDonuts"
"tapped",1,"DunkinDonuts"
"target",1,"DunkinDonuts"
"tasting",1,"DunkinDonuts"
"taunted",1,"DunkinDonuts"
"taxreform",1,"DunkinDonuts"
"taxscam",1,"DunkinDonuts"
"teach",1,"DunkinDonuts"
"teacher",1,"DunkinDonuts"
"teachers",1,"DunkinDonuts"
"teachertired",1,"DunkinDonuts"
"teaching",1,"DunkinDonuts"
"teased",1,"DunkinDonuts"
"teens",1,"DunkinDonuts"
"tells",1,"DunkinDonuts"
"temps",1,"DunkinDonuts"
"tenants",1,"DunkinDonuts"
"tf",1,"DunkinDonuts"
"tgreffly",1,"DunkinDonuts"
"thankyou",1,"DunkinDonuts"
"theater",1,"DunkinDonuts"
"thecoffeeissogood",1,"DunkinDonuts"
"thegiftofsox",1,"DunkinDonuts"
"theory",1,"DunkinDonuts"
"therealskitzz",1,"DunkinDonuts"
"thi",1,"DunkinDonuts"
"thiebaudwayne",1,"DunkinDonuts"
"thin",1,"DunkinDonuts"
"thissssssss",1,"DunkinDonuts"
"thnx",1,"DunkinDonuts"
"throwing",1,"DunkinDonuts"
"thursday",1,"DunkinDonuts"
"tickets",1,"DunkinDonuts"
"till",1,"DunkinDonuts"
"tim",1,"DunkinDonuts"
"timeline",1,"DunkinDonuts"
"timer",1,"DunkinDonuts"
"tiramisu",1,"DunkinDonuts"
"tistheseason",1,"DunkinDonuts"
"titan",1,"DunkinDonuts"
"title",1,"DunkinDonuts"
"toast",1,"DunkinDonuts"
"today's",1,"DunkinDonuts"
"tommy",1,"DunkinDonuts"
"tonight's",1,"DunkinDonuts"
"tops",1,"DunkinDonuts"
"touch",1,"DunkinDonuts"
"tour",1,"DunkinDonuts"
"tqqlurjmtt",1,"DunkinDonuts"
"tra",1,"DunkinDonuts"
"traderjoeslist",1,"DunkinDonuts"
"tradition",1,"DunkinDonuts"
"transaction",1,"DunkinDonuts"
"travelskills",1,"DunkinDonuts"
"treating",1,"DunkinDonuts"
"trevormoran",1,"DunkinDonuts"
"trio",1,"DunkinDonuts"
"trip",1,"DunkinDonuts"
"tristanmedia",1,"DunkinDonuts"
"trolling",1,"DunkinDonuts"
"trouble",1,"DunkinDonuts"
"tryi",1,"DunkinDonuts"
"trypod",1,"DunkinDonuts"
"tumkyaefcg",1,"DunkinDonuts"
"turnpike",1,"DunkinDonuts"
"tustinpolice",1,"DunkinDonuts"
"tweetma",1,"DunkinDonuts"
"twist",1,"DunkinDonuts"
"tyngsboro",1,"DunkinDonuts"
"typa",1,"DunkinDonuts"
"typo",1,"DunkinDonuts"
"ufoppwodrd",1,"DunkinDonuts"
"uh",1,"DunkinDonuts"
"um",1,"DunkinDonuts"
"umm",1,"DunkinDonuts"
"unacceptable",1,"DunkinDonuts"
"unbearably",1,"DunkinDonuts"
"uncovered",1,"DunkinDonuts"
"undauntedj",1,"DunkinDonuts"
"underrated",1,"DunkinDonuts"
"unfriendly",1,"DunkinDonuts"
"unhappy",1,"DunkinDonuts"
"university",1,"DunkinDonuts"
"unlimited",1,"DunkinDonuts"
"unlvgirl",1,"DunkinDonuts"
"upgrade",1,"DunkinDonuts"
"urging",1,"DunkinDonuts"
"users",1,"DunkinDonuts"
"usual",1,"DunkinDonuts"
"utaustin",1,"DunkinDonuts"
"utjddjdnii",1,"DunkinDonuts"
"varied",1,"DunkinDonuts"
"variety",1,"DunkinDonuts"
"vbkkmlfcol",1,"DunkinDonuts"
"vehicle",1,"DunkinDonuts"
"velvet",1,"DunkinDonuts"
"venti",1,"DunkinDonuts"
"venue",1,"DunkinDonuts"
"veteranhank",1,"DunkinDonuts"
"videos",1,"DunkinDonuts"
"visit",1,"DunkinDonuts"
"vkdeusgfob",1,"DunkinDonuts"
"vlyzibcqto",1,"DunkinDonuts"
"voiceover",1,"DunkinDonuts"
"vom",1,"DunkinDonuts"
"vote",1,"DunkinDonuts"
"voters",1,"DunkinDonuts"
"vpbdyjotcs",1,"DunkinDonuts"
"waaaayyy",1,"DunkinDonuts"
"waaf",1,"DunkinDonuts"
"waft",1,"DunkinDonuts"
"wajlmdalaw",1,"DunkinDonuts"
"wake",1,"DunkinDonuts"
"walk",1,"DunkinDonuts"
"walked",1,"DunkinDonuts"
"walmart",1,"DunkinDonuts"
"warn",1,"DunkinDonuts"
"wars",1,"DunkinDonuts"
"wawaindc",1,"DunkinDonuts"
"wayne",1,"DunkinDonuts"
"wayyyy",1,"DunkinDonuts"
"wbspenguins",1,"DunkinDonuts"
"wciplifuzm",1,"DunkinDonuts"
"wdmdjivurj",1,"DunkinDonuts"
"wear",1,"DunkinDonuts"
"wearesosc",1,"DunkinDonuts"
"weather",1,"DunkinDonuts"
"week's",1,"DunkinDonuts"
"weekends",1,"DunkinDonuts"
"weird",1,"DunkinDonuts"
"welp",1,"DunkinDonuts"
"wendys",1,"DunkinDonuts"
"werunondunkin",1,"DunkinDonuts"
"westwood",1,"DunkinDonuts"
"wether",1,"DunkinDonuts"
"weymouth",1,"DunkinDonuts"
"wharf",1,"DunkinDonuts"
"whatawaste",1,"DunkinDonuts"
"wheres",1,"DunkinDonuts"
"whi",1,"DunkinDonuts"
"whoawzesmm",1,"DunkinDonuts"
"why'd",1,"DunkinDonuts"
"whyyyyy",1,"DunkinDonuts"
"wife's",1,"DunkinDonuts"
"williammiley",1,"DunkinDonuts"
"windham",1,"DunkinDonuts"
"windows",1,"DunkinDonuts"
"winning",1,"DunkinDonuts"
"wins",1,"DunkinDonuts"
"wis",1,"DunkinDonuts"
"wished",1,"DunkinDonuts"
"wit",1,"DunkinDonuts"
"wkyvhdocck",1,"DunkinDonuts"
"wllbdzahpx",1,"DunkinDonuts"
"women",1,"DunkinDonuts"
"wondered",1,"DunkinDonuts"
"wondering",1,"DunkinDonuts"
"worker",1,"DunkinDonuts"
"workers",1,"DunkinDonuts"
"worn",1,"DunkinDonuts"
"worried",1,"DunkinDonuts"
"worse",1,"DunkinDonuts"
"worsttttt",1,"DunkinDonuts"
"worth",1,"DunkinDonuts"
"woulda",1,"DunkinDonuts"
"wra",1,"DunkinDonuts"
"wrap",1,"DunkinDonuts"
"wraps",1,"DunkinDonuts"
"write",1,"DunkinDonuts"
"wrote",1,"DunkinDonuts"
"wtafalrnln",1,"DunkinDonuts"
"wth",1,"DunkinDonuts"
"wurrrrd",1,"DunkinDonuts"
"wymtttjocd",1,"DunkinDonuts"
"xggljjtado",1,"DunkinDonuts"
"xmas",1,"DunkinDonuts"
"xx",1,"DunkinDonuts"
"y'all",1,"DunkinDonuts"
"yaasss",1,"DunkinDonuts"
"yall",1,"DunkinDonuts"
"yea",1,"DunkinDonuts"
"yelled",1,"DunkinDonuts"
"yendormai",1,"DunkinDonuts"
"ygwecswapp",1,"DunkinDonuts"
"yielded",1,"DunkinDonuts"
"yosaintlaurent",1,"DunkinDonuts"
"youngrenegado",1,"DunkinDonuts"
"zackryder",1,"DunkinDonuts"
"zmbfjlwzzw",1,"DunkinDonuts"
"zxnbcolntc",1,"DunkinDonuts"
"zxybgevfhr",1,"DunkinDonuts"
"coffee",118,"Starbucks"
"amp",92,"Starbucks"
"al",89,"Starbucks"
"ddlovato",87,"Starbucks"
"chicago",86,"Starbucks"
"holiday",72,"Starbucks"
"gift",69,"Starbucks"
"tweet",59,"Starbucks"
"givegood",51,"Starbucks"
"free",50,"Starbucks"
"gifts",50,"Starbucks"
"mss",48,"Starbucks"
"wrap",48,"Starbucks"
"giving",47,"Starbucks"
"stop",41,"Starbucks"
"holidays",40,"Starbucks"
"time",39,"Starbucks"
"street",36,"Starbucks"
"drink",35,"Starbucks"
"fans",35,"Starbucks"
"stopped",35,"Starbucks"
"tonight",35,"Starbucks"
"wifi",35,"Starbucks"
"jingleball",34,"Starbucks"
"justcatchmedemi",34,"Starbucks"
"oak",34,"Starbucks"
"perform",34,"Starbucks"
"rush",34,"Starbucks"
"spirit",34,"Starbucks"
"surprise",33,"Starbucks"
"ahmadi",30,"Starbucks"
"christmas",30,"Starbucks"
"zour",30,"Starbucks"
"city",29,"Starbucks"
"woman",29,"Starbucks"
"asimah",26,"Starbucks"
"kuwait",26,"Starbucks"
"iced",25,"Starbucks"
"store",25,"Starbucks"
"caught",23,"Starbucks"
"cryptocurrency",23,"Starbucks"
"masergy",23,"Starbucks"
"mining",23,"Starbucks"
"privacy",23,"Starbucks"
"secretly",23,"Starbucks"
"tech",23,"Starbucks"
"blobyblo",22,"Starbucks"
"daughter",22,"Starbucks"
"latte",22,"Starbucks"
"love",22,"Starbucks"
"punder",21,"Starbucks"
"superhero",21,"Starbucks"
"hot",20,"Starbucks"
"win",19,"Starbucks"
"card",18,"Starbucks"
"hey",17,"Starbucks"
"barista",16,"Starbucks"
"green",16,"Starbucks"
"happy",16,"Starbucks"
"people",16,"Starbucks"
"brennademands",15,"Starbucks"
"disneysprings",15,"Starbucks"
"boost",14,"Starbucks"
"caffeine",14,"Starbucks"
"cannoli",14,"Starbucks"
"cup",14,"Starbucks"
"day",14,"Starbucks"
"emotional",14,"Starbucks"
"favorite",14,"Starbucks"
"limited",14,"Starbucks"
"night",14,"Starbucks"
"ob",14,"Starbucks"
